sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V16_S9	cg11561737	76118	1346478	0.0565312	20727	3073636	0.00674348	94245	94245
V16_S9	cg11601252	503774	6617960	0.0761222	113771	19183391	0.0059307	551084	551026
V16_S9	cg11660826	1133	60095	0.0188535	1094	182277	0.00600185	5325	5325
V16_S9	cg11942956	3236	65105	0.0497043	1253	111993	0.0111882	3020	3020
V16_S9	cg11957331	109596	806350	0.135916	11863	1905735	0.00622489	55631	55631
V16_S9	cg12042659	4073	42567	0.0956845	820	142795	0.0057425	3767	3767
V16_S9	cg12074025	2376	353170	0.00672764	4825	1008347	0.00478506	25421	25421
V16_S9	cg12483476	152021	1305398	0.116456	16788	2405554	0.00697885	71697	71697
V16_S9	cg12528056	452201	503609	0.897921	8315	1187164	0.00700409	29973	29973
V16_S9	cg12928379	284926	901976	0.315891	16788	2823164	0.00594652	75765	75736
V16_S9	cg12974388	520400	6860712	0.0758522	141374	23399517	0.00604175	655444	655311
V16_S9	cg13314145	136657	2245160	0.0608674	26164	4558379	0.00573976	125195	125195
V16_S9	cg13592399	39464	1609524	0.0245191	34402	5670269	0.00606708	145110	145096
V16_S9	cg13840308	223864	243916	0.917791	7814	920345	0.00849029	25338	25338
V16_S9	cg13912117	114681	2918956	0.0392884	46750	8123223	0.0057551	218605	218605
V16_S9	cg13939859	15637	469429	0.0333107	6279	965705	0.00650199	29964	29962
V16_S9	cg13958426	2522	300191	0.00840132	4884	969769	0.00503625	26915	26915
V16_S9	cg14038391	26383	530211	0.0497594	6325	1281441	0.00493585	33009	33009
V16_S9	cg14050824	247819	285469	0.868112	7377	1101586	0.00669671	25474	25474
V16_S9	cg14123923	73609	2801917	0.0262709	34993	5548526	0.00630672	162957	162957
V16_S9	cg14168530	107404	1679483	0.0639506	29110	4285086	0.00679333	126283	126283
V16_S9	cg14186641	48786	2197927	0.0221964	30384	4857896	0.00625456	142867	142863
V16_S9	cg14327531	1648	106534	0.0154692	2376	350236	0.006784	11884	11884
V16_S9	cg14394692	1369934	2303874	0.594622	49107	6919129	0.00709728	170637	170629
V16_S9	cg14458834	281	41596	0.00675546	428	94482	0.00452996	2291	2291
V16_S9	cg14473102	4509	164688	0.027379	1598	228940	0.00697999	6980	6980
V16_S9	cg14489801	1123	11077	0.101381	588	59399	0.00989916	1793	1793
V16_S9	cg14712186	37714	1127306	0.033455	15128	2309907	0.00654918	71907	71904
V16_S9	cg14743594	927253	1916396	0.483853	30893	3981084	0.00775995	109267	109267
V16_S9	cg14861089	7221	239677	0.030128	2667	452410	0.0058951	12633	12633
V16_S9	cg15044248	3094	440613	0.00702204	7042	1299401	0.00541942	33215	33215
V16_S9	cg15267232	6103	205155	0.0297482	2289	487897	0.00469156	11976	11976
V16_S9	cg15467646	138014	499453	0.27633	10707	1318464	0.00812081	35963	35963
V16_S9	cg15576900	17925	739452	0.0242409	14810	2039164	0.00726278	59666	59666
V16_S9	cg15778437	37267	629722	0.0591801	10478	1736376	0.00603441	48562	48562
V16_S9	cg15836635	65734	1762826	0.037289	40795	6288258	0.00648749	166443	166437
V16_S9	cg15994026	5033	734218	0.00685491	11214	1859257	0.00603144	50780	50780
V16_S9	cg16150752	84190	882569	0.095392	9705	1686859	0.0057533	46939	46939
V16_S9	cg16328106	1817	200869	0.0090457	1624	525046	0.00309306	15047	15047
V16_S9	cg16732616	4039	108918	0.0370829	1485	182278	0.0081469	5288	5288
V16_S9	cg16779463	4037	541802	0.00745106	8845	1603787	0.00551507	41007	41007
V16_S9	cg16926316	162599	176656	0.920427	4672	704957	0.00662735	15143	15143
V16_S9	cg17031478	5555	171485	0.0323935	2051	392051	0.00523146	10093	10093
V16_S9	cg17712694	18541	196285	0.0944596	2273	374039	0.00607691	10457	10457
V16_S9	cg17774001	94755	107192	0.883975	4562	665933	0.00685054	18916	18915
V16_S9	cg17812788	1192	89272	0.0133525	1136	199393	0.00569729	5206	5206
V16_S9	cg17839237	601	59512	0.0100988	1036	193998	0.00534026	5546	5546
V16_S9	cg17872757	5641	547716	0.0102991	9870	1577403	0.00625712	42395	42395
V16_S9	cg17969084	9239	668945	0.0138113	12159	1925974	0.00631317	54379	54379
V16_S9	cg18091469	1734	25577	0.0677953	636	97098	0.00655008	2704	2704
V16_S9	cg18206027	10016	519185	0.0192918	7538	1249981	0.00603049	35786	35786
V16_S9	cg18621142	250201	286622	0.87293	6408	1344882	0.00476473	34119	34119
V16_S9	cg18751958	192266	213034	0.902513	8463	695150	0.0121744	15079	15079
V16_S9	cg18816098	3841	183385	0.020945	4564	574061	0.00795037	14164	14164
V16_S9	cg19497031	53	2544	0.0208333	35	5008	0.00698882	144	144
V16_S9	cg19807257	1516	14571	0.104042	248	44294	0.00559895	1019	1019
V16_S9	cg19882915	286876	308934	0.9286	7554	1398071	0.00540316	32066	32066
V16_S9	cg20072442	63582	1759123	0.0361441	30802	5082638	0.00606024	137521	137521
V16_S9	cg20079899	19263	778962	0.0247291	10806	1846355	0.00585261	52913	52913
V16_S9	cg20183619	75141	1879379	0.0399818	31931	5613491	0.00568826	154195	154185
V16_S9	cg20295992	24245	485763	0.0499112	8716	1554474	0.00560704	45628	45617
V16_S9	cg20449590	7591	85460	0.0888252	2383	165279	0.014418	6641	6641
V16_S9	cg20690085	187279	206432	0.907219	7519	1087112	0.00691649	26336	26336
V16_S9	cg20872937	107924	2073617	0.0520463	32799	5601525	0.00585537	150693	150693
V16_S9	cg20980783	63775	2334743	0.0273156	36024	6209011	0.00580189	167517	167516
V16_S9	cg21038156	81223	2049679	0.0396272	29653	4820931	0.00615089	139203	139203
V16_S9	cg21039708	17018	213201	0.0798214	2800	596129	0.00469697	16104	16104
V16_S9	cg21185289	150576	2217229	0.0679118	40757	6378919	0.00638933	178331	178314
V16_S9	cg21277995	75270	2454819	0.0306621	33900	4486750	0.00755558	146055	146055
V16_S9	cg21790626	5548	167467	0.0331289	2922	444834	0.00656874	12177	12177
V16_S9	cg21898844	212038	229151	0.92532	8135	1263553	0.00643819	30724	30724
V16_S9	cg21929943	25457	658966	0.0386317	9871	1868503	0.00528284	49694	49694
V16_S9	cg22231056	1384	145632	0.00950341	2336	430848	0.00542187	11647	11647
V16_S9	cg22399133	2663	141824	0.0187768	1979	483343	0.0040944	9994	9994
V16_S9	cg22868282	39058	1156421	0.0337749	16873	2697084	0.00625602	88110	88110
V16_S9	cg23026864	7172	145951	0.0491398	1842	304365	0.00605194	8463	8463
V16_S9	cg23164203	759	174869	0.00434039	4226	651958	0.00648201	16113	16111
V16_S9	cg23871697	208597	224551	0.928952	9571	947753	0.0100986	19896	19896
V16_S9	cg23912454	1447	165151	0.00876168	3265	387229	0.0084317	10710	10710
V16_S9	cg23960736	27901	39544	0.705568	4320	1171215	0.00368848	31712	31287
V16_S9	cg24221648	4390	175593	0.025001	2470	315996	0.00781655	9218	9218
V16_S9	cg24292235	6574	631454	0.0104109	10613	1697143	0.00625345	45769	45769
V16_S9	cg24416513	4804	153615	0.031273	1817	176297	0.0103065	6233	6233
V16_S9	cg24507921	506	62519	0.00809354	2000	428354	0.00466904	9830	9830
V16_S9	cg24632241	4452	124184	0.03585	2138	360659	0.00592804	9733	9733
V16_S9	cg24761507	493504	7421379	0.0664976	162005	26434194	0.00612862	745459	745341
V16_S9	cg24831879	176138	189208	0.930923	6857	931525	0.00736105	20062	20062
V16_S9	cg25200152	2845	94140	0.0302209	1457	327884	0.00444364	9108	9108
V16_S9	cg25875213	12865	939752	0.0136898	14875	2708146	0.00549269	75512	75512
V16_S9	cg25884711	235027	1509218	0.155728	30373	4708419	0.00645079	126415	126393
V16_S9	cg26121782	5592	134877	0.04146	2546	264876	0.00961204	8066	8066
V16_S9	cg26682580	75333	1867699	0.0403347	31748	5172945	0.00613732	138037	138037
V16_S9	cg27200446	510116	1887615	0.270244	40247	5388126	0.00746957	149916	149916
V16_S9	cg27393010	13601	152700	0.0890701	4021	408180	0.00985105	11526	11526
V16_S9	cg27577527	1823	412235	0.00442223	9800	1542398	0.00635374	38130	38121
V17_S16	cg00002719	755	63476	0.0118943	141	208027	0.000677797	5923	5923
V17_S16	cg00469207	5282	125593	0.0420565	311	357654	0.000869555	9744	9744
V17_S16	cg00582524	5996	119373	0.0502291	187	340916	0.000548522	9882	9882
V17_S16	cg00995986	7440	87229	0.0852927	364	420315	0.000866017	12153	12133
V17_S16	cg01163404	133216	152786	0.871912	1006	774564	0.0012988	20644	20644
V17_S16	cg01419831	119421	1031467	0.115778	4588	3403347	0.00134808	100275	100275
V17_S16	cg01452847	3444	159713	0.0215637	361	337629	0.00106922	9679	9679
V17_S16	cg01576677	17325	400280	0.0432822	1110	863626	0.00128528	24135	24135
V17_S16	cg02467990	7998	393845	0.0203075	1112	936941	0.00118684	27600	27600
V17_S16	cg02511231	230074	3812568	0.0603462	10778	9756962	0.00110465	283625	283617
V17_S16	cg02571204	215537	229869	0.937651	3226	805427	0.00400533	24066	24062
V17_S16	cg02699898	157387	178447	0.881982	6263	651342	0.00961553	15610	15610
V17_S16	cg02919936	130381	2373054	0.0549423	6859	6532727	0.00104994	178861	178853
V17_S16	cg03011535	29866	509846	0.0585785	1036	1341621	0.0007722	34803	34803
V17_S16	cg03217795	2292	332431	0.00689466	917	721879	0.0012703	20624	20624
V17_S16	cg03257575	26480	311916	0.0848947	1224	893676	0.00136962	22272	22272
V17_S16	cg03401096	26295	673498	0.0390424	3461	1685468	0.00205344	49696	49696
V17_S16	cg03502002	4044	161356	0.0250626	426	316193	0.00134728	9326	9326
V17_S16	cg03563667	607	125163	0.00484968	326	288120	0.00113147	7096	7096
V17_S16	cg03735888	33442	387989	0.0861932	881	1294333	0.000680659	35852	35852
V17_S16	cg04123776	8463	299434	0.0282633	846	863993	0.000979175	23996	23996
V17_S16	cg04261408	687	71039	0.00967074	324	174636	0.00185529	5365	5365
V17_S16	cg04281464	57026	359479	0.158635	1033	1158673	0.000891537	31027	31027
V17_S16	cg04869380	66705	73751	0.904462	1468	738208	0.0019886	15209	15206
V17_S16	cg04904331	3788	182056	0.0208068	463	432020	0.00107171	12708	12708
V17_S16	cg05057720	4570	167374	0.0273041	779	378177	0.00205988	10424	10424
V17_S16	cg05166490	37846	1108073	0.0341548	2980	2435247	0.0012237	73604	73604
V17_S16	cg05302386	42844	1118646	0.0382999	4746	3431875	0.00138292	92892	92892
V17_S16	cg05374412	18523	640993	0.0288974	2115	1856382	0.00113931	47745	47745
V17_S16	cg05377226	2462	285647	0.00861903	744	630864	0.00117934	19522	19522
V17_S16	cg05917460	45530	1058322	0.0430209	2744	3524049	0.00077865	97645	97641
V17_S16	cg06013113	165640	186509	0.888107	2062	742621	0.00277665	18129	18129
V17_S16	cg06382344	44684	868693	0.0514382	1839	1397065	0.00131633	41978	41978
V17_S16	cg06463958	92310	2452697	0.0376361	9248	6963784	0.00132801	199191	199191
V17_S16	cg06530490	15599	693725	0.0224859	2012	1576223	0.00127647	45499	45499
V17_S16	cg06590173	2739	46534	0.0588602	422	350495	0.00120401	9743	9725
V17_S16	cg06825142	275046	1037556	0.26509	3632	2961638	0.00122635	83045	83001
V17_S16	cg06962944	75191	1303694	0.0576753	2518	3429224	0.000734277	89119	89119
V17_S16	cg07790615	41712	1169083	0.0356792	2336	2164498	0.00107923	70740	70740
V17_S16	cg07915921	5950	77024	0.0772486	196	180255	0.00108735	4811	4811
V17_S16	cg08382226	49752	1185993	0.0419497	3395	3727920	0.000910696	113785	113764
V17_S16	cg08548396	235463	682374	0.345064	3750	1832443	0.00204645	55192	55191
V17_S16	cg08566455	3848	38404	0.100198	117	73600	0.00158967	1746	1746
V17_S16	cg08862890	1999	231674	0.0086285	740	604142	0.00122488	17600	17600
V17_S16	cg08934785	3053	105329	0.0289854	279	486295	0.000573726	12983	12983
V17_S16	cg09250933	10676	130565	0.0817677	386	571618	0.000675276	15052	15052
V17_S16	cg09493505	13870	680457	0.0203834	1875	1618350	0.00115859	47571	47571
V17_S16	cg10143067	31128	769683	0.0404426	2059	2367237	0.00086979	69554	69554
V17_S16	cg10249375	15970	433225	0.0368631	1672	1401482	0.00119302	37690	37690
V17_S16	cg10512745	371173	5566984	0.066674	19312	17424015	0.00110836	566419	566212
V17_S16	cg11014373	20497	430193	0.0476461	2275	1176130	0.00193431	35120	35105
V17_S16	cg11017065	141	23962	0.00588432	72	66292	0.0010861	1936	1936
V17_S16	cg11314310	275303	301706	0.912488	2475	966816	0.00255995	27183	27183
V17_S16	cg11561737	53906	1192240	0.0452141	2547	2623060	0.000971003	83879	83879
V17_S16	cg11601252	408085	5816200	0.0701635	16539	16381549	0.00100961	489153	489018
V17_S16	cg11660826	1213	71443	0.0169786	155	176534	0.000878018	5763	5763
V17_S16	cg11942956	1487	57849	0.0257049	366	97320	0.00376079	2810	2810
V17_S16	cg11957331	85232	691257	0.1233	1705	1573369	0.00108366	48111	48111
V17_S16	cg12042659	5451	62522	0.0871853	152	208296	0.000729731	5743	5743
V17_S16	cg12074025	1174	274144	0.00428242	572	750285	0.000762377	19838	19838
V17_S16	cg12483476	94256	1015006	0.0928625	3084	1863072	0.00165533	56674	56674
V17_S16	cg12528056	386043	430675	0.896367	2362	1015235	0.00232655	26293	26293
V17_S16	cg12928379	398635	1505188	0.264841	5401	4314722	0.00125176	120628	120549
V17_S16	cg12974388	373232	5648648	0.0660746	19189	18937958	0.00101326	547788	547169
V17_S16	cg13314145	119820	1803834	0.0664252	3872	3546400	0.00109181	101359	101359
V17_S16	cg13592399	23563	1121923	0.0210023	3788	3944693	0.000960278	104337	104328
V17_S16	cg13840308	183555	202367	0.90704	1257	757112	0.00166026	21759	21759
V17_S16	cg13912117	81371	2387173	0.0340868	6698	6471776	0.00103496	181365	181365
V17_S16	cg13939859	26941	777649	0.0346442	2158	1600726	0.00134814	51848	51838
V17_S16	cg13958426	1878	183142	0.0102543	374	599814	0.000623527	17068	17068
V17_S16	cg14038391	19392	484433	0.0400303	978	1155272	0.000846554	30597	30597
V17_S16	cg14050824	161287	189351	0.851788	1401	688273	0.00203553	16277	16277
V17_S16	cg14123923	50640	2411623	0.0209983	4339	4755281	0.000912459	143782	143782
V17_S16	cg14168530	82237	1466976	0.0560589	5477	3625329	0.00151076	112399	112399
V17_S16	cg14186641	19202	1654943	0.0116028	4546	3586591	0.0012675	108914	108914
V17_S16	cg14327531	1206	80734	0.0149379	185	261772	0.000706722	9242	9242
V17_S16	cg14394692	1264071	2031679	0.62218	8912	6171242	0.00144412	153101	153099
V17_S16	cg14458834	192	24936	0.00769971	52	54336	0.000957008	1352	1352
V17_S16	cg14473102	5263	172754	0.0304653	147	231881	0.000633946	7627	7627
V17_S16	cg14489801	490	4447	0.110187	36	24726	0.00145596	739	739
V17_S16	cg14712186	17395	537005	0.0323926	1616	1105554	0.00146171	35753	35744
V17_S16	cg14743594	668403	1576155	0.424072	4284	3102749	0.00138071	89961	89961
V17_S16	cg14861089	5917	218465	0.0270844	357	396037	0.000901431	11555	11555
V17_S16	cg15044248	4794	766793	0.00625201	2058	2218868	0.0009275	59309	59309
V17_S16	cg15267232	4780	143688	0.0332665	208	349304	0.00059547	8778	8778
V17_S16	cg15467646	99625	465287	0.214115	1669	1141388	0.00146225	32581	32581
V17_S16	cg15576900	12343	559137	0.0220751	2730	1673242	0.00163156	48930	48929
V17_S16	cg15778437	26211	543132	0.048259	1441	1475221	0.000976803	42610	42610
V17_S16	cg15836635	49012	1392204	0.0352046	5697	4845607	0.0011757	131901	131901
V17_S16	cg15994026	1754	556554	0.00315154	1024	1397455	0.000732761	39642	39642
V17_S16	cg16150752	40659	507417	0.0801294	1214	951092	0.00127643	27609	27609
V17_S16	cg16328106	1001	144863	0.00690998	415	380377	0.00109102	11411	11411
V17_S16	cg16732616	6060	183028	0.0331097	456	306351	0.00148849	9435	9435
V17_S16	cg16779463	640	92447	0.00692289	278	267244	0.00104025	7158	7158
V17_S16	cg16926316	121931	133143	0.91579	1001	529211	0.0018915	12007	12007
V17_S16	cg17031478	3713	130140	0.0285308	227	289753	0.000783426	7894	7894
V17_S16	cg17712694	22606	286738	0.0788385	613	539669	0.00113588	15568	15568
V17_S16	cg17774001	72850	82413	0.883962	921	512642	0.00179658	15091	15091
V17_S16	cg17812788	724	64408	0.0112408	226	139209	0.00162346	3843	3843
V17_S16	cg17839237	368	49763	0.00739505	111	149954	0.000740227	4745	4745
V17_S16	cg17872757	5132	852189	0.00602214	2658	2348397	0.00113184	67890	67890
V17_S16	cg17969084	3509	563930	0.0062224	2298	1623332	0.00141561	47301	47298
V17_S16	cg18091469	768	17961	0.0427593	63	63027	0.000999572	2070	2070
V17_S16	cg18206027	16223	816189	0.0198765	2197	1939874	0.00113255	57054	57054
V17_S16	cg18621142	221991	253506	0.875683	1026	1159003	0.000885244	30658	30657
V17_S16	cg18751958	178289	200255	0.89031	4189	652747	0.00641749	14659	14659
V17_S16	cg18816098	2797	151957	0.0184065	344	447247	0.00076915	11898	11898
V17_S16	cg19497031	72	4251	0.0169372	10	8569	0.001167	259	259
V17_S16	cg19807257	1462	17878	0.0817765	54	51245	0.00105376	1281	1281
V17_S16	cg19882915	190101	206570	0.920274	1332	944553	0.00141019	22319	22314
V17_S16	cg20072442	48260	1329990	0.036286	4197	3842131	0.00109236	107038	107038
V17_S16	cg20079899	12154	683439	0.0177836	1483	1592017	0.000931523	47585	47585
V17_S16	cg20183619	53129	1521023	0.0349298	4780	4510534	0.00105974	127283	127279
V17_S16	cg20295992	33516	800310	0.0418788	2258	2522105	0.000895284	76914	76897
V17_S16	cg20449590	12156	61737	0.1969	405	138902	0.00291572	4989	4989
V17_S16	cg20690085	163862	177085	0.92533	1451	912887	0.00158946	22477	22477
V17_S16	cg20872937	88213	1828135	0.048253	5221	4758423	0.00109721	132956	132955
V17_S16	cg20980783	47549	1877806	0.0253216	5036	4890473	0.00102976	136676	136676
V17_S16	cg21038156	55887	1526033	0.0366224	4611	3617221	0.00127474	107128	107104
V17_S16	cg21039708	10701	166779	0.0641628	227	463268	0.000489997	12806	12806
V17_S16	cg21185289	117962	2039555	0.0578371	6423	5591911	0.00114862	162939	162791
V17_S16	cg21277995	45358	2125125	0.0213437	6008	3764590	0.00159592	128355	128355
V17_S16	cg21790626	1851	97815	0.0189235	177	251311	0.000704307	7447	7447
V17_S16	cg21898844	192100	210942	0.910677	1947	1116530	0.0017438	28487	28487
V17_S16	cg21929943	17452	415426	0.0420099	1042	1182943	0.000880854	32268	32268
V17_S16	cg22231056	368	95083	0.0038703	279	280365	0.000995131	7848	7848
V17_S16	cg22399133	1725	105285	0.0163841	283	345327	0.000819513	7634	7634
V17_S16	cg22868282	21188	868492	0.0243963	1720	2004663	0.000858	69289	69289
V17_S16	cg23026864	5020	96772	0.0518745	360	203748	0.00176689	5737	5737
V17_S16	cg23164203	512	217847	0.00235027	638	848110	0.000752261	21354	21352
V17_S16	cg23871697	150066	162636	0.922711	2536	713735	0.00355314	14701	14701
V17_S16	cg23912454	778	101947	0.00763142	387	237857	0.00162703	6837	6837
V17_S16	cg23960736	17329	26017	0.666064	558	757569	0.000736567	21521	21098
V17_S16	cg24221648	5854	168595	0.0347223	458	297583	0.00153907	8964	8964
V17_S16	cg24292235	2332	495990	0.00470171	1047	1331228	0.000786492	37125	37125
V17_S16	cg24416513	4684	130807	0.0358085	449	133438	0.00336486	5324	5324
V17_S16	cg24507921	130	29991	0.00433463	182	202106	0.000900518	5118	5118
V17_S16	cg24632241	7606	199771	0.0380736	583	577992	0.00100866	16150	16150
V17_S16	cg24761507	363394	6509805	0.0558226	23052	22583989	0.00102072	660939	660671
V17_S16	cg24831879	144215	155335	0.928413	1466	747645	0.00196082	16464	16464
V17_S16	cg25200152	966	64404	0.0149991	203	224634	0.000903692	6368	6368
V17_S16	cg25875213	4481	647414	0.00692138	1095	1780576	0.00061497	53458	53458
V17_S16	cg25884711	36846	1032980	0.0356696	3204	3176742	0.00100858	88372	88346
V17_S16	cg26121782	1442	103441	0.0139403	335	193134	0.00173455	6277	6277
V17_S16	cg26682580	59101	1491339	0.0396295	4694	3975901	0.00118061	110562	110562
V17_S16	cg27200446	426256	1531806	0.27827	6989	4329894	0.00161413	122629	122627
V17_S16	cg27393010	10132	132464	0.0764887	641	338914	0.00189134	10188	10188
V17_S16	cg27577527	375	151871	0.0024692	443	590210	0.00075058	14911	14910
V17_S18	cg00002719	470	63416	0.00741138	160	209826	0.000762537	5692	5692
V17_S18	cg00469207	5164	106101	0.0486706	305	299887	0.00101705	7886	7886
V17_S18	cg00582524	3459	101985	0.0339168	173	314332	0.000550373	8378	8378
V17_S18	cg00995986	6683	80846	0.0826633	471	406410	0.00115893	11160	11150
V17_S18	cg01163404	112164	127527	0.879531	1553	647511	0.00239841	16572	16572
V17_S18	cg01419831	107697	881442	0.122183	6739	3004127	0.00224325	85084	85084
V17_S18	cg01452847	2875	149038	0.0192904	278	328908	0.000845221	8798	8798
V17_S18	cg01576677	14583	381281	0.0382474	1517	847538	0.00178989	22235	22235
V17_S18	cg02467990	5685	321830	0.0176646	1187	798527	0.00148649	22617	22614
V17_S18	cg02511231	181585	3127422	0.0580622	11781	8156550	0.00144436	226175	226149
V17_S18	cg02571204	166334	181146	0.918232	2560	687081	0.00372591	18933	18932
V17_S18	cg02699898	122237	138382	0.88333	5475	519889	0.0105311	11828	11828
V17_S18	cg02919936	100730	1975851	0.0509806	7681	5486612	0.00139995	143360	143360
V17_S18	cg03011535	22145	398551	0.0555638	1105	1097378	0.00100695	26788	26788
V17_S18	cg03217795	1354	227458	0.00595275	648	518803	0.00124903	13599	13599
V17_S18	cg03257575	29271	274284	0.106718	1075	850829	0.00126347	19715	19715
V17_S18	cg03401096	24129	507379	0.0475562	2641	1379521	0.00191443	38348	38348
V17_S18	cg03502002	3616	160840	0.022482	592	315007	0.00187932	9277	9277
