sample	cg00002719	cg00469207	cg00582524	cg00995986	cg01163404	cg01419831	cg01452847	cg01576677	cg02467990	cg02511231	cg02571204	cg02699898	cg02919936	cg03011535	cg03217795	cg03257575	cg03401096	cg03502002	cg03563667	cg03735888	cg04123776	cg04261408	cg04281464	cg04869380	cg04904331	cg05057720	cg05166490	cg05302386	cg05374412	cg05377226	cg05917460	cg06013113	cg06382344	cg06463958	cg06530490	cg06590173	cg06825142	cg06962944	cg07790615	cg07915921	cg08382226	cg08548396	cg08566455	cg08862890	cg08934785	cg09250933	cg09493505	cg10143067	cg10249375	cg10512745	cg11014373	cg11017065	cg11314310	cg11561737	cg11601252	cg11660826	cg11942956	cg11957331	cg12042659	cg12074025	cg12483476	cg12528056	cg12928379	cg12974388	cg13314145	cg13592399	cg13840308	cg13912117	cg13939859	cg13958426	cg14038391	cg14050824	cg14123923	cg14168530	cg14186641	cg14327531	cg14394692	cg14458834	cg14473102	cg14489801	cg14712186	cg14743594	cg14861089	cg15044248	cg15267232	cg15467646	cg15576900	cg15778437	cg15836635	cg15994026	cg16150752	cg16328106	cg16732616	cg16779463	cg16926316	cg17031478	cg17712694	cg17774001	cg17812788	cg17839237	cg17872757	cg17969084	cg18091469	cg18206027	cg18621142	cg18751958	cg18816098	cg19497031	cg19807257	cg19882915	cg20072442	cg20079899	cg20183619	cg20295992	cg20449590	cg20690085	cg20872937	cg20980783	cg21038156	cg21039708	cg21185289	cg21277995	cg21790626	cg21898844	cg21929943	cg22231056	cg22399133	cg22868282	cg23026864	cg23164203	cg23871697	cg23912454	cg23960736	cg24221648	cg24292235	cg24416513	cg24507921	cg24632241	cg24761507	cg24831879	cg25200152	cg25875213	cg25884711	cg26121782	cg26682580	cg27200446	cg27393010	cg27577527
V37_S11	0.0143815	0.0560653	0.0482328	0.0787833	0.911139	0.188293	0.0282097	0.0498027	0.0248853	0.0774224	0.956048	0.899342	0.0704782	0.100911	0.0152532	0.121232	0.0691319	0.0355584	0.0226009	0.164491	0.0542376	0.00937788	0.203751	0.92932	0.0238429	0.0335732	0.0502383	0.0327052	0.0383322	0.0140497	0.0499614	0.893406	0.0752467	0.0576701	0.0442291	0.0630726	0.333353	0.101664	0.0486833	0.108127	0.067354	0.36062	0.102096	0.0370342	0.0538537	0.100079	0.0245594	0.0608897	0.0542528	0.0934804	0.062744	0.014524	0.920607	0.058933	0.0815106	0.0293233	0.0876375	0.145874	0.175982	0.00890795	0.138015	0.921453	0.33363	0.100982	0.0659107	0.0359979	0.932438	0.0560033	0.044879	0.0151673	0.0622929	0.898391	0.0330178	0.0764033	0.0254282	0.018477	0.66984	0.0148537	0.0455107	0.126088	0.0441761	0.597418	0.024288	0.0110331	0.0871132	0.281505	0.0328151	0.0690811	0.0472998	0.0109802	0.127169	0.0201128	0.0425883	0.0117366	0.921283	0.027563	0.129445	0.908718	0.0169178	0.00746964	0.0142239	0.00871019	0.139243	0.0251038	0.905142	0.913996	0.021181	0.0245824	0.126152	0.940869	0.0399874	0.0379382	0.0498543	0.0666433	0.106095	0.928917	0.0845807	0.0362006	0.0361779	0.0825142	0.0733222	0.0348679	0.081461	0.936298	0.0542831	0.0089841	0.026648	0.0347076	0.0861854	0.0106807	0.933356	0.0036379	0.745465	0.0538022	0.011886	0.0707513	0.0157995	0.0381188	0.0701972	0.936362	0.046909	0.00888573	0.0590133	0.0375592	0.0513533	0.370075	0.103464	0.0122854
V37_S12	0.024217	0.0475753	0.0512761	0.20161	0.889487	0.156803	0.0324624	0.0581164	0.0310169	0.0861755	0.944711	0.919185	0.08309	0.092522	0.021626	0.161656	0.059684	0.039739	0.0270637	0.12223	0.0484291	0.00690721	0.226467	0.906747	0.030973	0.0472387	0.0601651	0.0298609	0.0492644	0.0377392	0.0578204	0.897965	0.100216	0.0597146	0.0527787	0.197842	0.300698	0.0918817	0.0416513	0.0991892	0.0736006	0.461836	0.0802769	0.0375922	0.0675368	0.113259	0.0322237	0.0623646	0.0760144	0.0918842	0.0696571	0.0194399	0.858851	0.0630451	0.0993345	0.0467298	0.0777588	0.186745	0.119204	0.0090943	0.166802	0.854545	0.3014	0.099894	0.0752167	0.0377433	0.925972	0.0562673	0.0595202	0.0223076	0.0725292	0.888303	0.0456225	0.0742891	0.0348316	0.0321337	0.615193	0.0215391	0.0643463	0.182431	0.0585514	0.556365	0.0469125	0.0147754	0.102381	0.291013	0.0471612	0.0705664	0.0501627	0.0196359	0.127581	0.0368922	0.0696527	0.0148088	0.912366	0.0250859	0.129626	0.919449	0.0240826	0.0145157	0.0194429	0.0135152	0.0865362	0.0305389	0.865182	0.90628	0.0165402	0.0451264	0.159145	0.91846	0.0481461	0.0494709	0.0472518	0.0750718	0.265394	0.910573	0.0450169	0.0480141	0.0526847	0.134352	0.0771286	0.0418845	0.0447523	0.918303	0.047314	0.00779787	0.0443414	0.0368147	0.0468796	0.00893375	0.926191	0.00989436	0.738632	0.0448618	0.0296938	0.0707244	0.0170587	0.0476196	0.0724018	0.910509	0.107345	0.0151111	0.060902	0.0378039	0.0527821	0.324668	0.10125	0.00909897
V37_S13	0.0572277	0.0855717	0.113134	0.149258	0.89847	0.19805	0.0950283	0.0740406	0.059524	0.112637	0.928342	0.914197	0.11102	0.103235	0.0417531	0.171144	0.0684702	0.0669197	0.0330721	0.18596	0.0696675	0.0169946	0.264691	0.891587	0.05934	0.100957	0.0618079	0.0599991	0.077135	0.0342381	0.131926	0.899883	0.131691	0.0796626	0.0692907	0.0874536	0.330079	0.10243	0.0812515	0.167144	0.0943699	0.447488	0.161232	0.0647008	0.174865	0.151176	0.0596878	0.0770283	0.108706	0.125421	0.0902634	0.0269933	0.932968	0.0886913	0.116524	0.0996956	0.147795	0.196145	0.185841	0.00790947	0.180548	0.893429	0.330461	0.133695	0.10943	0.0744691	0.940816	0.0792028	0.0939515	0.0518071	0.0969968	0.899103	0.0572416	0.107694	0.0342035	0.0516149	0.649944	0.0230247	0.0699248	0.19626	0.0933336	0.523123	0.0664662	0.0324475	0.160222	0.284925	0.0718953	0.11502	0.0765448	0.0181379	0.153894	0.0259018	0.0908761	0.0331658	0.928123	0.034756	0.152047	0.903069	0.0317349	0.023173	0.0277524	0.0279019	0.167917	0.0592055	0.91342	0.916694	0.0235831	0.0544904	0.159671	0.925776	0.0980583	0.054189	0.0664979	0.0944856	0.142142	0.914979	0.0960723	0.0629877	0.0882638	0.134247	0.101649	0.0468043	0.0804381	0.936918	0.0854033	0.0101214	0.0691894	0.0599842	0.124293	0.0224916	0.936407	0.0244463	0.732747	0.0927654	0.0273051	0.107086	0.0148832	0.097851	0.100151	0.933557	0.111166	0.0172886	0.0725686	0.0656796	0.0990141	0.367755	0.153998	0.0231548
V37_S15	0.0164676	0.0459079	0.0601822	0.102509	0.915478	0.159033	0.0364119	0.0525976	0.0234222	0.080937	0.962678	0.926256	0.0790453	0.0819203	0.01371	0.131401	0.0718212	0.0370324	0.0209308	0.132204	0.0415467	0.00941707	0.226829	0.932384	0.0230832	0.0452256	0.0483441	0.0336758	0.0435462	0.0224999	0.0544867	0.90519	0.0802348	0.0586725	0.0388642	0.105064	0.344897	0.0818317	0.0474024	0.110914	0.0636924	0.413316	0.108321	0.0236351	0.0398862	0.102058	0.0237603	0.0664656	0.0505389	0.0905776	0.0665245	0.0131778	0.92986	0.0649539	0.088744	0.0190127	0.0945111	0.183691	0.135411	0.00977512	0.152404	0.927741	0.342512	0.0940031	0.0752631	0.0301364	0.943371	0.0499835	0.0440358	0.0165748	0.0572196	0.907682	0.0355347	0.078191	0.0277171	0.022963	0.678671	0.0165528	0.0388334	0.137507	0.0443087	0.524282	0.0282287	0.0106293	0.0772223	0.259109	0.0353853	0.0754916	0.0474717	0.00829494	0.105254	0.0203167	0.0540333	0.0105138	0.933094	0.0346383	0.105375	0.904274	0.0184559	0.00939286	0.0133922	0.010147	0.155625	0.0235712	0.90001	0.926313	0.0234029	0.0382064	0.127324	0.937538	0.0473265	0.0357255	0.0482644	0.0634902	0.300398	0.922722	0.0661138	0.0367187	0.0484104	0.0976138	0.0740984	0.0353499	0.0271225	0.935495	0.0467602	0.009642	0.0391425	0.0335847	0.0598658	0.00635564	0.943302	0.00748536	0.762268	0.0372484	0.0104087	0.0723953	0.00722065	0.0461073	0.0730883	0.943382	0.0500004	0.0121827	0.0784788	0.0430155	0.0562402	0.403713	0.106576	0.00662127
V37_S16	0.00967088	0.0433356	0.0519099	0.0638655	0.905928	0.138312	0.0210144	0.0424658	0.021648	0.0694043	0.959307	0.919072	0.0593109	0.0650945	0.0155543	0.10737	0.0666142	0.0215654	0.020477	0.12065	0.0367664	0.00931617	0.175066	0.935427	0.0215738	0.025597	0.0404287	0.0275959	0.0420713	0.0160276	0.0452095	0.91178	0.0598213	0.0465396	0.026505	0.0560365	0.256538	0.0647302	0.0377521	0.0924347	0.0496955	0.33919	0.10494	0.0282062	0.0416578	0.0839079	0.0215684	0.0515148	0.0379046	0.0735171	0.0502008	0.013267	0.890777	0.0482983	0.0690721	0.0169664	0.0810623	0.17348	0.118901	0.00560672	0.13498	0.92235	0.255414	0.0737548	0.0595037	0.0261723	0.938954	0.0394605	0.0395235	0.0108972	0.0470855	0.902723	0.031661	0.0552463	0.0231191	0.0115618	0.685275	0.0166972	0.0348572	0.149373	0.0388221	0.52329	0.0346572	0.0117375	0.0389698	0.277042	0.0228819	0.0616895	0.0458118	0.00444994	0.0934121	0.0117912	0.046328	0.0118561	0.92045	0.0254991	0.0932673	0.904177	0.0142188	0.00917336	0.0131444	0.0088179	0.0525776	0.0217257	0.89226	0.918638	0.0164865	0.0261861	0.108493	0.932462	0.0389898	0.0281965	0.0443526	0.0497771	0.240347	0.924434	0.0461784	0.027375	0.0422962	0.0714329	0.0637251	0.0283315	0.0400025	0.933242	0.0431091	0.00777356	0.0168578	0.0269099	0.0466212	0.007777	0.93659	0.00606203	0.732952	0.0332044	0.0109787	0.0618411	0.00935286	0.0395791	0.0610378	0.943184	0.0302891	0.00787823	0.0403808	0.0393928	0.04276	0.375402	0.092591	0.00674448
V37_S2	0.0189209	0.0536632	0.0444003	0.173655	0.899095	0.164448	0.0276929	0.0591178	0.0246018	0.0862089	0.956696	0.909524	0.088489	0.0823833	0.0201138	0.151266	0.0781493	0.0228307	0.0276056	0.161511	0.0438218	0.011418	0.227889	0.926438	0.0238818	0.049792	0.059442	0.0346764	0.0498584	0.0421736	0.0471887	0.917997	0.0895823	0.0557776	0.0645793	0.230628	0.436864	0.0820506	0.0455753	0.110282	0.0656376	0.481654	0.110234	0.0255167	0.0388738	0.123713	0.0242623	0.0642349	0.0541753	0.0882908	0.0663305	0.017747	0.896358	0.068829	0.094921	0.0371795	0.0936928	0.200585	0.166133	0.0127336	0.127039	0.917532	0.436953	0.0815182	0.0704102	0.0276703	0.930156	0.0438335	0.050641	0.018923	0.0601906	0.889528	0.0520283	0.0756038	0.0343881	0.0198303	0.706848	0.0190375	0.0572097	0.11953	0.0512439	0.572199	0.0292397	0.0105446	0.0580921	0.298639	0.0420191	0.0758936	0.0547345	0.0254218	0.109906	0.0190722	0.0541522	0.0102795	0.918611	0.0316625	0.110783	0.891246	0.0288419	0.0130337	0.0180168	0.0192844	0.13438	0.024831	0.880836	0.913519	0.0197591	0.0489264	0.144642	0.937165	0.0461715	0.0403647	0.0511048	0.0653714	0.12091	0.916292	0.0514527	0.0416027	0.0590282	0.0880531	0.0895281	0.0461492	0.0992705	0.929023	0.0540423	0.0157522	0.0517444	0.0313815	0.0631568	0.00853944	0.934503	0.0064757	0.680306	0.0454994	0.0206648	0.0856288	0.0203288	0.0447016	0.0845919	0.933556	0.0485258	0.0183735	0.047089	0.0546406	0.0455562	0.347802	0.119187	0.00878799
V37_S3	0.0195984	0.0519355	0.0565412	0.108899	0.900277	0.14945	0.0439817	0.0510381	0.0308597	0.0874638	0.950336	0.902195	0.0794881	0.0807426	0.0134509	0.139745	0.0693092	0.0370463	0.0203709	0.161782	0.0425748	0.0129951	0.188413	0.925962	0.032366	0.0809752	0.0540956	0.0384636	0.0490572	0.0227103	0.0617253	0.915394	0.087523	0.0609167	0.0447601	0.0881187	0.369376	0.0805934	0.0546048	0.104827	0.067046	0.394575	0.14028	0.0301134	0.0643998	0.0951279	0.0333783	0.0653106	0.0653937	0.0955795	0.0526636	0.0148025	0.919831	0.0585738	0.0935336	0.0464263	0.0801841	0.18615	0.16219	0.017655	0.202031	0.890098	0.369233	0.10109	0.0974648	0.0360725	0.930515	0.055878	0.0563714	0.016501	0.0606473	0.894737	0.0372682	0.072776	0.0320604	0.019008	0.7075	0.0111786	0.0463792	0.150651	0.0554816	0.611332	0.0467864	0.0113613	0.0792065	0.264993	0.0373174	0.071437	0.0519821	0.00929006	0.123551	0.0747432	0.0521324	0.010816	0.922078	0.0365921	0.124305	0.892589	0.019985	0.0116192	0.0163382	0.0105842	0.0863493	0.0322459	0.886695	0.906095	0.0227677	0.0464458	0.145638	0.929366	0.0521873	0.033557	0.0476949	0.0665583	0.393894	0.917372	0.057683	0.0377773	0.0510574	0.0949031	0.085084	0.0368484	0.0933325	0.930329	0.0502344	0.00871798	0.0401558	0.0396828	0.0665546	0.0145772	0.919861	0.0101405	0.719239	0.0446789	0.0114597	0.0666358	0.0116336	0.0531142	0.0740755	0.926412	0.0467902	0.0135418	0.0605394	0.0599864	0.0553976	0.364623	0.115256	0.0144878
V37_S4	0.0100575	0.0506838	0.0421825	0.0658051	0.902735	0.157796	0.024323	0.0542548	0.0270876	0.0786427	0.957377	0.905598	0.0687276	0.0728053	0.00939306	0.130172	0.0898716	0.0290923	0.0290052	0.112815	0.0369368	0.0170644	0.211743	0.913608	0.025513	0.037332	0.0513179	0.0346294	0.0486169	0.0181346	0.0463275	0.924844	0.072613	0.0566613	0.0422259	0.0813567	0.333646	0.0737669	0.0426931	0.101947	0.0562563	0.322354	0.185939	0.0180749	0.0432295	0.082661	0.0264784	0.0611716	0.0487688	0.0841931	0.0599232	0.0143893	0.917566	0.0658816	0.0850299	0.0256278	0.09622	0.19908	0.10992	0.00589481	0.174691	0.914531	0.334744	0.0983705	0.0788398	0.0346675	0.925427	0.0465828	0.0448703	0.00941362	0.0525023	0.879936	0.0371388	0.0660536	0.0248327	0.0129163	0.725352	0.0136153	0.0389615	0.122628	0.0449008	0.534863	0.0408358	0.0114578	0.0422736	0.280802	0.0274792	0.0650485	0.0472104	0.00641425	0.098829	0.00588274	0.0414587	0.0117756	0.922761	0.0249685	0.0982248	0.897183	0.0187601	0.0114837	0.0129705	0.00979216	0.110837	0.026612	0.891677	0.917469	0.0233354	0.0457444	0.124119	0.937324	0.0558371	0.0316146	0.0453492	0.0564501	0.239864	0.92096	0.0532431	0.0338868	0.0604781	0.0941382	0.078061	0.0331476	0.0407194	0.931235	0.0499374	0.00920432	0.0222146	0.0320349	0.0564092	0.00626368	0.92859	0.00444066	0.677795	0.0621649	0.0134352	0.0537419	0.0169606	0.0558144	0.0745016	0.926397	0.028133	0.0183419	0.0480507	0.0438837	0.050066	0.348671	0.106874	0.00580973
V37_S6	0.00634117	0.0406037	0.0496127	0.0726774	0.900359	0.129146	0.0257474	0.0389878	0.0219437	0.064824	0.954018	0.896663	0.0470426	0.0689995	0.0102161	0.118917	0.0724673	0.0276282	0.0213606	0.123004	0.0266781	0.0122234	0.209173	0.924645	0.021744	0.0322797	0.0356463	0.0358152	0.0418847	0.0127445	0.0384624	0.922766	0.0454154	0.047224	0.0246678	0.0745367	0.32106	0.0693002	0.0349344	0.0847522	0.0526904	0.371456	0.127349	0.0120822	0.0443528	0.0594413	0.0211916	0.0454974	0.0332032	0.0712331	0.046377	0.0127772	0.936952	0.042647	0.0707337	0.0137666	0.0880298	0.149112	0.126426	0.00739362	0.153507	0.91854	0.325444	0.0810639	0.0542151	0.0255891	0.931085	0.0386143	0.0353304	0.00653479	0.0394248	0.886909	0.0252166	0.0590627	0.0221216	0.0149602	0.672216	0.0160598	0.0454559	0.157925	0.0359219	0.550815	0.0262334	0.0084346	0.0354009	0.270433	0.0260541	0.044334	0.0506494	0.00408661	0.0574554	0.0213867	0.0378991	0.00868401	0.919368	0.0252436	0.0572759	0.893673	0.0146665	0.0064946	0.0124297	0.0085044	0.103996	0.0223073	0.882907	0.917472	0.0171513	0.0278012	0.106138	0.937526	0.0335075	0.02275	0.041994	0.0520947	0.315576	0.92924	0.0525641	0.0211966	0.0434164	0.0638325	0.0699519	0.0236848	0.0150057	0.930995	0.0417314	0.00849502	0.0421721	0.033107	0.0265452	0.00322605	0.929605	0.00968408	0.731003	0.0291126	0.00406693	0.0816636	0.0130868	0.034098	0.066839	0.941737	0.0206088	0.0111184	0.0317858	0.0498048	0.0380999	0.353319	0.0810157	0.00371463
V37_S8	0.0127195	0.0515887	0.035171	0.171325	0.908214	0.150868	0.0254965	0.0493932	0.0232393	0.068251	0.963016	0.906934	0.0679747	0.0823661	0.0206734	0.13498	0.0765579	0.0242133	0.0243131	0.136037	0.034661	0.0119836	0.215585	0.931849	0.023104	0.042664	0.0644131	0.0365664	0.0371781	0.0430638	0.0439116	0.917953	0.0769303	0.0500609	0.0484892	0.207248	0.354027	0.0818762	0.0444855	0.0874811	0.059701	0.347134	0.124289	0.0249653	0.0452536	0.0956158	0.0237681	0.063894	0.0413121	0.076307	0.0505542	0.0176343	0.903034	0.0601763	0.0918505	0.0301119	0.0843336	0.137472	0.136881	0.0180757	0.163696	0.907597	0.351822	0.0760933	0.0811206	0.0255292	0.939268	0.0567685	0.0448417	0.0132964	0.0510375	0.884474	0.0433793	0.0604637	0.0334503	0.0282317	0.676344	0.0207333	0.042989	0.124665	0.0447589	0.520817	0.0322331	0.010712	0.0860492	0.277463	0.0349491	0.0802221	0.0442944	0.0171487	0.120619	0.0140323	0.0441684	0.0105524	0.926048	0.026404	0.120351	0.899191	0.0252973	0.0109329	0.0176137	0.0165797	0.127323	0.023463	0.886821	0.916829	0.02172	0.0384126	0.135059	0.943427	0.0405996	0.027557	0.045376	0.0602765	0.0948766	0.923938	0.0456012	0.0335519	0.0688291	0.0729773	0.0794488	0.0425474	0.0311629	0.927442	0.0524351	0.0111056	0.0416297	0.032527	0.065236	0.00683633	0.940256	0.0102418	0.751181	0.0338491	0.0202852	0.0744114	0.013379	0.0403047	0.066441	0.93966	0.0438774	0.0156602	0.044889	0.0542249	0.0436472	0.32533	0.111806	0.0067535
V37_S9	0.00672728	0.0554659	0.0456771	0.069132	0.913436	0.148471	0.0247384	0.040844	0.0197056	0.071047	0.959684	0.916589	0.0686403	0.0913597	0.0103568	0.125424	0.0820255	0.024308	0.0232392	0.111988	0.0360362	0.00916391	0.224453	0.927282	0.0203205	0.0328461	0.0494565	0.0283045	0.0421175	0.0164502	0.0412164	0.905012	0.0614802	0.0563017	0.0331329	0.063685	0.305859	0.0917948	0.0464347	0.110774	0.0515434	0.5129	0.0947097	0.0165282	0.0412258	0.0645299	0.0194538	0.0586196	0.0425528	0.0799457	0.0595204	0.0120481	0.929577	0.0540724	0.0850255	0.0108142	0.104176	0.182919	0.111959	0.00678574	0.122799	0.93131	0.30583	0.0876231	0.0652908	0.0293102	0.944954	0.042037	0.0372525	0.00695037	0.0468889	0.905831	0.0347758	0.0618565	0.0283459	0.0178654	0.690048	0.0174801	0.0350991	0.126249	0.0365637	0.615318	0.025754	0.00868967	0.0566136	0.263754	0.0262104	0.0643794	0.0496521	0.00659368	0.0966345	0.0138415	0.0420996	0.00869382	0.923712	0.0335263	0.0993602	0.899908	0.0175398	0.0102152	0.0119009	0.00783604	0.0526065	0.0202525	0.904779	0.921618	0.0216248	0.0266729	0.125695	0.943188	0.046233	0.0275904	0.0465424	0.051369	0.0908922	0.921971	0.0483596	0.0344662	0.0417316	0.0924918	0.0710833	0.0316524	0.0438544	0.940928	0.0556982	0.0111449	0.0198473	0.0350676	0.0540621	0.00557315	0.941932	0.00776337	0.757777	0.0407398	0.00626461	0.0745655	0.0161627	0.0453747	0.0701998	0.944073	0.0194761	0.0117033	0.0403472	0.0500506	0.0457309	0.400089	0.128459	0.00541336
V39_S10	0.0107618	0.0291593	0.0394479	0.0520651	0.892393	0.148736	0.0186364	0.0349616	0.0217468	0.0673838	0.962339	0.902878	0.0647723	0.0723405	0.00822952	0.123685	0.0605082	0.027457	0.0240453	0.127892	0.0355257	0.0107553	0.229051	0.922121	0.0219533	0.0371182	0.0408146	0.0672124	0.0416453	0.0165513	0.0352505	0.91822	0.054372	0.0480756	0.0242553	0.0527407	0.284609	0.0716808	0.0365779	0.0851027	0.0527939	0.423171	0.117427	0.0125036	0.0270973	0.0553292	0.0218911	0.0479508	0.0323681	0.0763416	0.0614042	0.0100409	0.902163	0.0566486	0.0763682	0.0125139	0.0790325	0.19624	0.127632	0.00679415	0.168286	0.916656	0.282173	0.0799817	0.0709981	0.020264	0.93918	0.0423985	0.0341798	0.00987566	0.0487144	0.89191	0.0298514	0.0650631	0.0223618	0.0181899	0.694503	0.0117584	0.0349339	0.123943	0.0356606	0.608743	0.0245436	0.00738996	0.0544888	0.251383	0.0209925	0.0685857	0.0680601	0.00425613	0.0972498	0.0441581	0.0385611	0.00707969	0.925372	0.0347828	0.0960528	0.908859	0.0104022	0.0120655	0.00964248	0.0084575	0.100235	0.0211806	0.870039	0.90768	0.0236672	0.0351267	0.116417	0.935666	0.0384091	0.0293945	0.0409742	0.0525913	0.060523	0.931409	0.0409408	0.0232428	0.0455972	0.0823269	0.0653539	0.0271869	0.0385699	0.93363	0.0288736	0.0113223	0.0128521	0.0387218	0.0511686	0.00337237	0.936128	0.00609108	0.762258	0.0382057	0.00668666	0.0645514	0.0100689	0.0387721	0.0776627	0.941048	0.0189802	0.00865588	0.0411909	0.0425062	0.0416588	0.407696	0.0896474	0.00361227
V39_S11	0.0104404	0.0490714	0.0516024	0.159068	0.863105	0.265326	0.136395	0.0516444	0.0526771	0.0890521	0.962562	0.890446	0.137518	0.0895407	0.0151986	0.178383	0.0686755	0.0231651	0.0229814	0.367217	0.0615732	0.0109654	0.267019	0.93238	0.0529139	0.232947	0.050314	0.0713389	0.0629393	0.0230708	0.0618572	0.874308	0.188695	0.0623391	0.0531245	0.0975849	0.301367	0.0891904	0.0450476	0.234332	0.0957476	0.419426	0.117279	0.0507382	0.114324	0.0845439	0.0508004	0.102593	0.222512	0.133026	0.122006	0.0141586	0.937548	0.178759	0.123553	0.0795612	0.0926266	0.261594	0.361709	0.189755	0.122066	0.931953	0.301159	0.100088	0.0816503	0.0911142	0.934999	0.0461615	0.0479795	0.0116015	0.0725564	0.898739	0.0676326	0.232371	0.0342086	0.15616	0.678912	0.0166054	0.0474187	0.278278	0.047738	0.592689	0.0352735	0.00838441	0.3357	0.350152	0.0319371	0.09652	0.0657142	0.0141986	0.116099	0.0323928	0.0567151	0.00829341	0.930545	0.0295588	0.115528	0.906493	0.0156104	0.0148694	0.0143966	0.0181394	0.405667	0.0533163	0.878881	0.923106	0.0246528	0.0666046	0.17354	0.926143	0.0520256	0.035077	0.067382	0.0959088	0.401688	0.932376	0.0502813	0.0787742	0.0656812	0.119487	0.125851	0.0343667	0.702098	0.936874	0.0497752	0.0118506	0.235936	0.0473731	0.0545913	0.0924323	0.92379	0.00976594	0.704851	0.163463	0.0132055	0.0711812	0.063896	0.0483534	0.0727384	0.920234	0.24643	0.0752785	0.129543	0.0463857	0.0457368	0.397077	0.205905	0.0893877
V39_S12	0.0161144	0.050613	0.12191	0.071445	0.851093	0.265895	0.0332625	0.0526678	0.0533073	0.0852891	0.95526	0.883889	0.135345	0.0699422	0.0256564	0.159292	0.0498565	0.0511072	0.0243392	0.125824	0.0722266	0.01254	0.225003	0.924985	0.0532342	0.230118	0.0489747	0.14755	0.10208	0.0146462	0.0815125	0.907107	0.161721	0.106161	0.034355	0.049015	0.383424	0.0695647	0.0454711	0.213375	0.159018	0.42127	0.152226	0.0175817	0.121952	0.125713	0.0530704	0.0879698	0.189715	0.121708	0.120582	0.0195662	0.924889	0.0778679	0.119765	0.0270035	0.113218	0.204241	0.124199	0.143121	0.159376	0.910943	0.38656	0.100407	0.0702283	0.07619	0.9321	0.0530708	0.0487486	0.0172459	0.0566328	0.898405	0.0719756	0.181296	0.0282862	0.349038	0.634705	0.0178238	0.0447698	0.131073	0.048878	0.554847	0.0449806	0.00785751	0.544805	0.305927	0.0390689	0.131313	0.119472	0.0129797	0.119247	0.0313526	0.111405	0.00771372	0.919338	0.0282315	0.116697	0.897608	0.0155259	0.0103562	0.0194719	0.00909072	0.0554417	0.053336	0.883935	0.911189	0.0243625	0.099016	0.160877	0.900097	0.11264	0.0550181	0.0714439	0.15813	0.147476	0.922029	0.0632967	0.0615059	0.107936	0.0970968	0.106244	0.0560183	0.240507	0.928245	0.0494116	0.0117926	0.236196	0.0388546	0.0513694	0.00710735	0.921583	0.00999622	0.672086	0.148631	0.00660174	0.0692362	0.0137204	0.1146	0.0868931	0.921013	0.219246	0.0191217	0.201267	0.0498958	0.0526204	0.356276	0.27544	0.00752146
V39_S2	0.0100617	0.0555221	0.106129	0.130355	0.595735	0.525642	0.0445044	0.0425446	0.0584033	0.0906895	0.953781	0.805417	0.0986101	0.0731219	0.0134448	0.218756	0.0917444	0.0327933	0.0265991	0.18824	0.0508232	0.0105295	0.188361	0.873193	0.0578947	0.547632	0.0293291	0.0416026	0.0392926	0.0181078	0.0914384	0.876241	0.455105	0.0941647	0.0966198	0.14692	0.325668	0.0726023	0.0373675	0.227832	0.152692	0.385187	0.541241	0.0227722	0.374834	0.0706739	0.0580303	0.149794	0.0974585	0.171438	0.190718	0.073368	0.88681	0.167857	0.163378	0.0340597	0.111852	0.3433	0.186598	0.49176	0.137521	0.913265	0.326655	0.0950352	0.110372	0.032785	0.745575	0.034709	0.207456	0.00948295	0.365935	0.904494	0.252987	0.602889	0.034377	0.47092	0.613223	0.0231428	0.0460722	0.174275	0.207258	0.561711	0.197669	0.00811597	0.645868	0.295905	0.0427883	0.158138	0.197144	0.0143076	0.0662636	0.0411241	0.0860997	0.0082272	0.898728	0.0175631	0.0653923	0.882264	0.0171585	0.0120405	0.0737144	0.0352507	0.0664638	0.0571871	0.696668	0.870395	0.0146381	0.253951	0.215542	0.803447	0.430805	0.0270157	0.0544064	0.151323	0.094612	0.912439	0.0581341	0.134017	0.0495328	0.115924	0.0991494	0.0819871	0.637299	0.921098	0.0572341	0.00837033	0.685913	0.0310926	0.0479286	0.0100035	0.816433	0.0112117	0.460408	0.395608	0.0148423	0.0884658	0.0733341	0.431064	0.173599	0.814287	0.703519	0.0184509	0.364187	0.0491168	0.0467107	0.255595	0.270544	0.00955024
